retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,operating_margin,sales_method
Foot Locker,1197831,2021-12-04,West,Idaho,Boise,Men's Apparel,50,133,6650,3259,49,Online
Foot Locker,1197831,2021-12-04,West,Idaho,Boise,Women's Apparel,60,196,11760,8114,69,Online
Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Men's Street Footwear,29,119,3451,1656,48,Online
Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Men's Athletic Footwear,37,106,3922,2000,51,Online
Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Women's Street Footwear,37,106,3922,1922,49,Online
Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Women's Athletic Footwear,38,77,2926,1346,46,Online
Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Men's Apparel,42,63,2646,1191,45,Online
Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Women's Apparel,36,111,3996,1399,35,Online
Foot Locker,1128299,2021-02-23,West,Idaho,Boise,Men's Street Footwear,29,143,4147,2074,50,Online
Foot Locker,1128299,2021-02-23,West,Idaho,Boise,Men's Athletic Footwear,38,113,4294,2319,54,Online
Foot Locker,1128299,2021-02-23,West,Idaho,Boise,Women's Street Footwear,38,105,3990,1875,47,Online
Foot Locker,1128299,2021-02-23,West,Arizona,Phoenix,Women's Athletic Footwear,38,63,2394,1149,48,Online
Foot Locker,1128299,2021-02-23,West,Arizona,Phoenix,Men's Apparel,42,44,1848,813,44,Online
Foot Locker,1128299,2021-02-23,West,Arizona,Phoenix,Women's Apparel,38,88,3344,1204,36,Online
Foot Locker,1128299,2021-03-22,West,Arizona,Phoenix,Men's Street Footwear,37,145,5365,2522,47,Online
Foot Locker,1128299,2021-03-22,West,Arizona,Phoenix,Men's Athletic Footwear,48,95,4560,2508,55,Online
Foot Locker,1128299,2021-03-22,West,Arizona,Phoenix,Women's Street Footwear,49,91,4459,2230,50,Online
Foot Locker,1128299,2021-03-22,West,Arizona,Phoenix,Women's Athletic Footwear,47,68,3196,1470,46,Online
Foot Locker,1128299,2021-03-22,West,Arizona,Phoenix,Men's Apparel,54,31,1674,686,41,Online
Foot Locker,1128299,2021-03-22,West,Arizona,Phoenix,Women's Apparel,47,88,4136,1654,40,Online
Foot Locker,1128299,2021-04-23,West,Arizona,Phoenix,Men's Street Footwear,48,130,6240,2808,45,Online
Foot Locker,1128299,2021-04-23,West,Arizona,Phoenix,Men's Athletic Footwear,53,90,4770,2385,50,Online
Foot Locker,1128299,2021-04-23,West,Arizona,Phoenix,Women's Street Footwear,50,102,5100,2550,50,Online
Foot Locker,1128299,2021-04-23,West,Arizona,Phoenix,Women's Athletic Footwear,46,75,3450,1725,50,Online
Foot Locker,1128299,2021-04-23,West,Arizona,Phoenix,Men's Apparel,50,39,1950,819,42,Online
Foot Locker,1128299,2021-04-23,West,Arizona,Phoenix,Women's Apparel,67,94,6298,2267,36,Online
Foot Locker,1128299,2021-05-24,West,Arizona,Phoenix,Men's Street Footwear,47,147,6909,3247,47,Online
Foot Locker,1128299,2021-05-24,West,Arizona,Phoenix,Men's Athletic Footwear,53,113,5989,3234,54,Online
Foot Locker,1128299,2021-05-24,West,Arizona,Phoenix,Women's Street Footwear,50,120,6000,2820,47,Online
Foot Locker,1128299,2021-05-24,West,Arizona,Phoenix,Women's Athletic Footwear,49,90,4410,2205,50,Online
Foot Locker,1128299,2021-05-24,West,Arizona,Phoenix,Men's Apparel,51,58,2958,1213,41,Online
Foot Locker,1128299,2021-05-24,West,Arizona,Phoenix,Women's Apparel,64,98,6272,2258,36,Online
Foot Locker,1128299,2021-06-23,West,Arizona,Phoenix,Men's Street Footwear,48,156,7488,3669,49,Online
Foot Locker,1128299,2021-06-23,West,Arizona,Phoenix,Men's Athletic Footwear,51,138,7038,3660,52,Online
Foot Locker,1128299,2021-06-23,West,Arizona,Phoenix,Women's Street Footwear,51,138,7038,3167,45,Online
Foot Locker,1128299,2021-06-23,West,Arizona,Phoenix,Women's Athletic Footwear,46,95,4370,2185,50,Online
Foot Locker,1128299,2021-06-23,West,Arizona,Phoenix,Men's Apparel,51,68,3468,1457,42,Online
Foot Locker,1128299,2021-06-23,West,Arizona,Phoenix,Women's Apparel,69,131,9039,3525,39,Online
Foot Locker,1128299,2021-07-22,West,Arizona,Phoenix,Men's Street Footwear,49,196,9604,4706,49,Online
Foot Locker,1128299,2021-07-22,West,Arizona,Phoenix,Men's Athletic Footwear,50,142,7100,3621,51,Online
Foot Locker,1128299,2021-07-22,West,Arizona,Phoenix,Women's Street Footwear,51,133,6783,3188,47,Online
Foot Locker,1128299,2021-07-22,West,Arizona,Phoenix,Women's Athletic Footwear,48,101,4848,2182,45,Online
Foot Locker,1128299,2021-07-22,West,Arizona,Phoenix,Men's Apparel,52,128,6656,2862,43,Online
Foot Locker,1128299,2021-07-22,West,Arizona,Phoenix,Women's Apparel,67,123,8241,3132,38,Online
Foot Locker,1128299,2021-08-23,West,Arizona,Phoenix,Men's Street Footwear,50,163,8150,4075,50,Online
Foot Locker,1128299,2021-08-23,West,Arizona,Phoenix,Men's Athletic Footwear,57,161,9177,4589,50,Online
Foot Locker,1128299,2021-08-23,West,Arizona,Phoenix,Women's Street Footwear,54,113,6102,2990,49,Online
Foot Locker,1128299,2021-08-23,West,Arizona,Phoenix,Women's Athletic Footwear,52,112,5824,2854,49,Online
Foot Locker,1128299,2021-08-23,West,Arizona,Phoenix,Men's Apparel,59,116,6844,2806,41,Online
Foot Locker,1128299,2021-08-23,West,Arizona,Phoenix,Women's Apparel,65,94,6110,2444,40,Online
Foot Locker,1128299,2021-09-24,West,Arizona,Phoenix,Men's Street Footwear,41,167,6847,3355,49,Online
Foot Locker,1128299,2021-09-24,West,Arizona,Phoenix,Men's Athletic Footwear,45,161,7245,3840,53,Online
Foot Locker,1128299,2021-09-24,West,Arizona,Phoenix,Women's Street Footwear,43,128,5504,2477,45,Online
Foot Locker,1128299,2021-09-24,West,Arizona,Phoenix,Women's Athletic Footwear,41,113,4633,2178,47,Online
Foot Locker,1128299,2021-09-24,West,Arizona,Phoenix,Men's Apparel,54,105,5670,2495,44,Online
Foot Locker,1128299,2021-09-24,West,Arizona,Phoenix,Women's Apparel,56,119,6664,2466,37,Online
Foot Locker,1128299,2021-10-23,West,Arizona,Phoenix,Men's Street Footwear,41,135,5535,2657,48,Online
Foot Locker,1128299,2021-10-23,West,Arizona,Phoenix,Men's Athletic Footwear,47,145,6815,3612,53,Online
Foot Locker,1128299,2021-10-23,West,Arizona,Phoenix,Women's Street Footwear,44,91,4004,1922,48,Online
Foot Locker,1128299,2021-10-23,West,Arizona,Phoenix,Women's Athletic Footwear,43,90,3870,1896,49,Online
Foot Locker,1128299,2021-10-23,West,Arizona,Phoenix,Men's Apparel,53,69,3657,1463,40,Online
Foot Locker,1128299,2021-10-23,West,Arizona,Phoenix,Women's Apparel,56,85,4760,1809,38,Online
Foot Locker,1128299,2021-11-23,West,Arizona,Phoenix,Men's Street Footwear,42,135,5670,2665,47,Online
Foot Locker,1128299,2021-11-23,West,Arizona,Phoenix,Men's Athletic Footwear,46,147,6762,3516,52,Online
Foot Locker,1128299,2021-11-23,West,Arizona,Phoenix,Women's Street Footwear,44,105,4620,2125,46,Online
Foot Locker,1128299,2021-11-23,West,Arizona,Phoenix,Women's Athletic Footwear,42,98,4116,1935,47,Online
Foot Locker,1128299,2021-11-23,West,Arizona,Phoenix,Men's Apparel,53,87,4611,1891,41,Online
Foot Locker,1128299,2021-11-23,West,Arizona,Phoenix,Women's Apparel,55,111,6105,2259,37,Online
Foot Locker,1128299,2021-12-22,West,Arizona,Phoenix,Men's Street Footwear,44,181,7964,3663,46,Online
Foot Locker,1128299,2021-12-22,West,Arizona,Phoenix,Men's Athletic Footwear,49,175,8575,4631,54,Online
Kohl's,1128299,2021-12-22,West,Arizona,Phoenix,Women's Street Footwear,43,123,5289,2539,48,Online
Kohl's,1128299,2021-12-22,West,Arizona,Phoenix,Women's Athletic Footwear,44,115,5060,2277,45,Online
Kohl's,1128299,2021-12-22,West,Arizona,Phoenix,Men's Apparel,52,88,4576,1968,43,Online
Kohl's,1128299,2021-12-22,West,Arizona,Phoenix,Women's Apparel,58,135,7830,2897,37,Online
Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Men's Street Footwear,33,133,4389,2151,49,Online
Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Men's Athletic Footwear,42,138,5796,3072,53,Online
Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Women's Street Footwear,42,138,5796,2666,46,Online
Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Women's Athletic Footwear,43,85,3655,1791,49,Online
Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Men's Apparel,45,80,3600,1476,41,Online
Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Women's Apparel,42,128,5376,1935,36,Online
Kohl's,1128299,2021-02-26,West,Arizona,Phoenix,Men's Street Footwear,33,147,4851,2377,49,Online
Kohl's,1128299,2021-02-26,West,Arizona,Phoenix,Men's Athletic Footwear,44,106,4664,2565,55,Online
Kohl's,1128299,2021-02-26,West,Arizona,Phoenix,Women's Street Footwear,41,111,4551,2093,46,Online
Kohl's,1128299,2021-02-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,43,74,3182,1559,49,Online
Kohl's,1128299,2021-02-26,West,New Mexico,Albuquerque,Men's Apparel,45,54,2430,1069,44,Online
Kohl's,1128299,2021-02-26,West,New Mexico,Albuquerque,Women's Apparel,41,104,4264,1620,38,Online
Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Men's Street Footwear,44,165,7260,3630,50,Online
Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Men's Athletic Footwear,51,112,5712,3027,53,Online
Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Women's Street Footwear,52,112,5824,2854,49,Online
Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Women's Athletic Footwear,50,83,4150,1909,46,Online
Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Men's Apparel,55,53,2915,1253,43,Online
Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Women's Apparel,50,98,4900,1862,38,Online
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Men's Street Footwear,51,154,7854,3534,45,Online
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,59,98,5782,2891,50,Online
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Women's Street Footwear,55,116,6380,3190,50,Online
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,54,87,4698,2161,46,Online
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Men's Apparel,56,58,3248,1332,41,Online
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Women's Apparel,69,101,6969,2648,38,Online
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Men's Street Footwear,51,150,7650,3443,45,Online
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Men's Athletic Footwear,58,111,6438,3283,51,Online
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Women's Street Footwear,56,126,7056,3316,47,Online
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Women's Athletic Footwear,51,91,4641,2135,46,Online
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Men's Apparel,56,65,3640,1529,42,Online
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Women's Apparel,69,115,7935,3095,39,Online
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Men's Street Footwear,52,203,10556,5067,48,Online
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,54,154,8316,4324,52,Online
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Women's Street Footwear,54,149,8046,4023,50,Online
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,54,106,5724,2576,45,Online
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Men's Apparel,56,87,4872,2095,43,Online
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Women's Apparel,74,162,11988,4316,36,Online
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Men's Street Footwear,54,203,10962,5152,47,Online
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Men's Athletic Footwear,56,180,10080,5443,54,Online
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Women's Street Footwear,58,160,9280,4454,48,Online
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Women's Athletic Footwear,54,135,7290,3281,45,Online
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Men's Apparel,57,145,8265,3554,43,Online
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Women's Apparel,69,140,9660,3671,38,Online
Kohl's,1128299,2021-08-26,West,New Mexico,Albuquerque,Men's Street Footwear,56,175,9800,4900,50,Online
Kohl's,1128299,2021-08-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,60,176,10560,5491,52,Online
Kohl's,1128299,2021-08-26,West,New Mexico,Albuquerque,Women's Street Footwear,58,142,8236,3789,46,Online
Kohl's,1128299,2021-08-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,55,143,7865,3697,47,Online
Kohl's,1128299,2021-08-26,West,New Mexico,Albuquerque,Men's Apparel,67,124,8308,3323,40,Online
Kohl's,1128299,2021-08-26,West,New Mexico,Albuquerque,Women's Apparel,70,126,8820,3352,38,Online
Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Men's Street Footwear,49,163,7987,3594,45,Online
Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Men's Athletic Footwear,51,156,7956,4058,51,Online
Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Women's Street Footwear,46,143,6578,3092,47,Online
Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Women's Athletic Footwear,49,123,6027,2833,47,Online
Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Men's Apparel,54,111,5994,2398,40,Online
Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Women's Apparel,59,133,7847,2825,36,Online
Kohl's,1128299,2021-10-26,West,New Mexico,Albuquerque,Men's Street Footwear,48,165,7920,3960,50,Online
Kohl's,1128299,2021-10-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,50,149,7450,3949,53,Online
Kohl's,1128299,2021-10-26,West,New Mexico,Albuquerque,Women's Street Footwear,48,105,5040,2369,47,Online
Kohl's,1128299,2021-10-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,46,95,4370,2141,49,Online
Kohl's,1128299,2021-10-26,West,New Mexico,Albuquerque,Men's Apparel,56,91,5096,2242,44,Online
Kohl's,1128299,2021-10-26,West,New Mexico,Albuquerque,Women's Apparel,68,105,7140,2642,37,Online
Kohl's,1128299,2021-11-26,West,New Mexico,Albuquerque,Men's Street Footwear,58,160,9280,4547,49,Online
Kohl's,1128299,2021-11-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,59,150,8850,4779,54,Online
Kohl's,1128299,2021-11-26,West,New Mexico,Albuquerque,Women's Street Footwear,54,117,6318,3033,48,Online
Kohl's,1128299,2021-11-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,55,115,6325,2973,47,Online
Kohl's,1128299,2021-11-26,West,New Mexico,Albuquerque,Men's Apparel,65,113,7345,3232,44,Online
Kohl's,1128299,2021-11-26,West,New Mexico,Albuquerque,Women's Apparel,72,140,10080,3931,39,Online
Kohl's,1128299,2021-12-25,West,New Mexico,Albuquerque,Men's Street Footwear,55,210,11550,5313,46,Online
Kohl's,1128299,2021-12-25,West,New Mexico,Albuquerque,Men's Athletic Footwear,61,182,11102,5551,50,Online
Sports Direct,1128299,2021-12-25,West,New Mexico,Albuquerque,Women's Street Footwear,59,130,7670,3758,49,Online
Sports Direct,1128299,2021-12-25,West,New Mexico,Albuquerque,Women's Athletic Footwear,55,145,7975,3669,46,Online
Sports Direct,1128299,2021-12-25,West,New Mexico,Albuquerque,Men's Apparel,64,119,7616,3427,45,Online
Sports Direct,1128299,2021-12-25,West,New Mexico,Albuquerque,Women's Apparel,72,131,9432,3301,35,Online
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Men's Street Footwear,29,131,3799,1937,51,Online
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Men's Athletic Footwear,39,135,5265,2685,51,Online
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Women's Street Footwear,38,126,4788,2155,45,Online
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Women's Athletic Footwear,39,75,2925,1463,50,Online
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Men's Apparel,41,63,2583,1162,45,Online
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Women's Apparel,36,117,4212,1643,39,Online
Sports Direct,1128299,2021-02-13,West,New Mexico,Albuquerque,Men's Street Footwear,29,145,4205,2229,53,Online
Sports Direct,1128299,2021-02-13,West,New Mexico,Albuquerque,Men's Athletic Footwear,37,112,4144,2279,55,Online
Sports Direct,1128299,2021-02-13,West,New Mexico,Albuquerque,Women's Street Footwear,37,104,3848,1924,50,Online
Sports Direct,1128299,2021-02-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,36,63,2268,1179,52,Online
Sports Direct,1128299,2021-02-13,Southeast,Georgia,Atlanta,Men's Apparel,41,51,2091,1004,48,Online
Sports Direct,1128299,2021-02-13,Southeast,Georgia,Atlanta,Women's Apparel,37,98,3626,1305,36,Online
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Men's Street Footwear,37,137,5069,2535,50,Online
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Men's Athletic Footwear,46,101,4646,2462,53,Online
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Women's Street Footwear,49,113,5537,2713,49,Online
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Women's Athletic Footwear,47,73,3431,1784,52,Online
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Men's Apparel,51,39,1989,935,47,Online
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Women's Apparel,48,95,4560,1642,36,Online
Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Men's Street Footwear,45,142,6390,3259,51,Online
Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,51,88,4488,2244,50,Online
Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Women's Street Footwear,50,94,4700,2350,50,Online
Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,48,69,3312,1822,55,Online
Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Men's Apparel,52,53,2756,1323,48,Online
Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Women's Apparel,63,105,6615,2646,40,Online
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Men's Street Footwear,47,160,7520,4061,54,Online
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Men's Athletic Footwear,52,108,5616,2920,52,Online
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Women's Street Footwear,52,123,6396,3198,50,Online
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Women's Athletic Footwear,47,91,4277,2310,54,Online
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Men's Apparel,50,56,2800,1344,48,Online
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Women's Apparel,64,120,7680,3072,40,Online
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Men's Street Footwear,46,176,8096,4291,53,Online
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,54,147,7938,4048,51,Online
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Women's Street Footwear,52,142,7384,3544,48,Online
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,49,120,5880,2999,51,Online
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Men's Apparel,51,72,3672,1763,48,Online
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Women's Apparel,67,150,10050,3518,35,Online
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Men's Street Footwear,47,196,9212,4606,50,Online
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Men's Athletic Footwear,51,173,8823,4500,51,Online
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Women's Street Footwear,50,137,6850,3425,50,Online
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Women's Athletic Footwear,46,128,5888,3003,51,Online
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Men's Apparel,54,138,7452,3577,48,Online
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Women's Apparel,67,143,9581,3641,38,Online
Sports Direct,1128299,2021-08-13,Southeast,Georgia,Atlanta,Men's Street Footwear,53,182,9646,4919,51,Online
Sports Direct,1128299,2021-08-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,58,175,10150,5278,52,Online
Sports Direct,1128299,2021-08-13,Southeast,Georgia,Atlanta,Women's Street Footwear,54,150,8100,3726,46,Online
Sports Direct,1128299,2021-08-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,53,113,5989,3114,52,Online
Sports Direct,1128299,2021-08-13,Southeast,Georgia,Atlanta,Men's Apparel,60,126,7560,3629,48,Online
Sports Direct,1128299,2021-08-13,Southeast,Georgia,Atlanta,Women's Apparel,68,119,8092,2832,35,Online
Sports Direct,1128299,2021-09-14,Southeast,Georgia,Atlanta,Men's Street Footwear,43,180,7740,4180,54,Online
Sports Direct,1128299,2021-09-14,Southeast,Georgia,Atlanta,Men's Athletic Footwear,47,156,7332,4033,55,Online
Sports Direct,1128299,2021-09-14,Southeast,Georgia,Atlanta,Women's Street Footwear,42,135,5670,2665,47,Online
Sports Direct,1128299,2021-09-14,Southeast,Georgia,Atlanta,Women's Athletic Footwear,43,120,5160,2786,54,Online
Sports Direct,1128299,2021-09-14,Southeast,Georgia,Atlanta,Men's Apparel,54,100,5400,2592,48,Online
Sports Direct,1128299,2021-09-14,Southeast,Georgia,Atlanta,Women's Apparel,59,131,7729,3092,40,Online
Sports Direct,1128299,2021-10-13,Southeast,Georgia,Atlanta,Men's Street Footwear,42,131,5502,2806,51,Online
Sports Direct,1128299,2021-10-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,47,142,6674,3470,52,Online
Sports Direct,1128299,2021-10-13,Southeast,Georgia,Atlanta,Women's Street Footwear,42,105,4410,2073,47,Online
Sports Direct,1128299,2021-10-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,44,88,3872,1936,50,Online
Sports Direct,1128299,2021-10-13,Southeast,Georgia,Atlanta,Men's Apparel,50,90,4500,2070,46,Online
Sports Direct,1128299,2021-10-13,Southeast,Georgia,Atlanta,Women's Apparel,64,102,6528,2546,39,Online
Sports Direct,1128299,2021-11-13,Southeast,Georgia,Atlanta,Men's Street Footwear,51,137,6987,3563,51,Online
Sports Direct,1128299,2021-11-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,58,173,10034,5418,54,Online
Sports Direct,1128299,2021-11-13,Southeast,Georgia,Atlanta,Women's Street Footwear,54,115,6210,2919,47,Online
Sports Direct,1128299,2021-11-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,51,116,5916,3076,52,Online
Sports Direct,1128299,2021-11-13,Southeast,Georgia,Atlanta,Men's Apparel,60,102,6120,2876,47,Online
Sports Direct,1128299,2021-11-13,Southeast,Georgia,Atlanta,Women's Apparel,65,124,8060,2821,35,Online
Sports Direct,1128299,2021-12-12,Southeast,Georgia,Atlanta,Men's Street Footwear,50,203,10150,5583,55,Online
Sports Direct,1128299,2021-12-12,Southeast,Georgia,Atlanta,Men's Athletic Footwear,58,189,10962,5810,53,Online
Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Women's Street Footwear,53,138,7314,3657,50,Online
Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Women's Athletic Footwear,51,128,6528,3264,50,Online
Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Men's Apparel,64,116,7424,3712,50,Online
Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Women's Apparel,64,135,8640,3024,35,Online
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Men's Street Footwear,39,256,9984,5791,58,Online
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Men's Athletic Footwear,37,206,7622,3430,45,Online
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Women's Street Footwear,29,248,7192,2805,39,Online
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Women's Athletic Footwear,34,203,6902,3037,44,Online
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Men's Apparel,47,189,8883,4175,47,Online
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Women's Apparel,37,239,8843,5306,60,Online
Foot Locker,1185732,2021-02-07,Southeast,Georgia,Atlanta,Men's Street Footwear,38,312,11856,6995,59,Online
Foot Locker,1185732,2021-02-07,Southeast,Georgia,Atlanta,Men's Athletic Footwear,39,218,8502,3911,46,Online
Foot Locker,1185732,2021-02-07,Southeast,Georgia,Atlanta,Women's Street Footwear,29,217,6293,2328,37,Online
Foot Locker,1185732,2021-02-07,Southeast,South Carolina,Charleston,Women's Athletic Footwear,33,169,5577,2510,45,Online
Foot Locker,1185732,2021-02-07,Southeast,South Carolina,Charleston,Men's Apparel,49,189,9261,4353,47,Online
Foot Locker,1185732,2021-02-07,Southeast,South Carolina,Charleston,Women's Apparel,34,216,7344,4774,65,Online
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Men's Street Footwear,33,265,8745,5072,58,Online
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Men's Athletic Footwear,32,210,6720,3293,49,Online
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Women's Street Footwear,24,181,4344,1651,38,Online
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,27,144,3888,1633,42,Online
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Men's Apparel,41,181,7421,3562,48,Online
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Women's Apparel,32,189,6048,3810,63,Online
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Men's Street Footwear,33,283,9339,5323,57,Online
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Men's Athletic Footwear,34,182,6188,2846,46,Online
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Women's Street Footwear,24,182,4368,1660,38,Online
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Women's Athletic Footwear,27,180,4860,2090,43,Online
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Men's Apparel,47,188,8836,4418,50,Online
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Women's Apparel,39,209,8151,5135,63,Online
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Men's Street Footwear,48,282,13536,7445,55,Online
